time_stamp,temperature,humidity,soil_humidity,water_level
1624689865.86834,29.2,21,4.951124,0
1624689880.86967,29.2,21,4.965787,0
1624689895.87072,29.2,21,4.956012,0
1624689910.87075,29.2,21,4.970675,0
1624689925.8713,29.2,20,4.985337,0
1624689940.86863,29.2,20,4.990225,0
1624689955.8697,29.2,20,4.956012,0
1624689970.87044,29.2,20,4.970675,0
1624689985.87041,29.2,20,4.956012,0
1624690000.87193,29.2,20,4.960899,0
1624690015.86472,29.1,20,5,0
1624690030.8692,29.1,20,4.956012,0
1624690045.87021,29.2,20,4.975562,0
1624690060.87021,29.2,20,4.970675,0
1624690075.87174,29.2,20,4.965787,0
1624690090.87181,29.2,20,4.975562,0
1624690105.8696,29.1,20,4.985337,0
1624690120.87015,29.2,20,4.965787,0
1624690135.87073,29.2,20,4.985337,0
1624690150.87096,29.2,20,4.975562,0
1624690165.86859,29.2,20,4.960899,0
1624690180.86867,29.2,20,4.960899,0
1624690195.86983,29.2,20,4.951124,0
1624690210.87051,29.2,20,4.985337,0
1624690225.86813,29.2,20,4.98045,0
1624690240.86827,29.2,20,4.975562,0
1624690255.86173,29.2,20,5,0
1624690270.86951,29.2,20,4.970675,0
1624690285.87036,29.2,20,4.990225,0
1624690300.87209,29.2,20,4.892473,0
1624690315.87242,29.2,20,4.921799,0
1624690330.8691,29.2,20,4.951124,0
1624690345.87031,29.2,20,4.921799,0
1624690360.87057,29.2,20,4.921799,0
1624690375.87181,29.2,20,4.926686,0
1624690390.86848,29.2,20,4.916911,0
1624690405.86976,29.2,20,4.926686,0
1624690420.86959,29.2,20,4.941349,0
1624690435.87132,29.2,20,4.931574,0
1624690450.87121,29.2,20,4.936461,0
1624690465.86902,29.2,20,4.921799,0
1624690480.86983,29.2,20,4.921799,0
1624690495.86971,29.2,20,4.916911,0
1624690510.87113,29.2,20,4.956012,0
1624690525.87286,29.1,20,4.907136,0
1624690540.86861,29.1,20,4.902248,0
1624690555.86953,29.1,20,4.912024,0
1624690570.8706,29.1,20,4.936461,0
1624690585.87216,29.2,20,4.956012,0
1624690600.86816,29.2,20,4.941349,0
1624690615.86903,29.2,20,4.956012,0
1624690630.87002,29.2,20,4.863148,0
1624690645.87112,29.2,20,4.931574,0
1624690660.87143,29.2,20,4.921799,0
1624690675.86871,29.1,20,4.941349,0
1624690690.87019,29.1,20,4.946237,0
1624690705.86991,29.1,20,4.926686,0
1624690720.871,29.1,20,4.951124,0
1624690735.87228,29.1,20,4.946237,0
1624690750.86858,29.1,20,4.936461,0
1624690765.87025,29.1,20,4.951124,0
1624690780.87068,29.1,20,4.941349,0
1624690795.87129,29.1,20,4.931574,0
1624690810.87154,29.1,20,4.921799,0
1624690825.86986,29.1,20,4.965787,0
1624690840.87009,29.1,20,4.931574,0
1624690855.87077,29.1,20,4.995112,0
1624690870.87105,29.2,20,4.926686,0
1624690885.8687,29.1,21,4.975562,0
1624690900.86491,29.2,20,5,0
1624690915.8716,29.2,20,4.951124,0
1624690930.87005,29.2,20,4.936461,0
1624690945.87035,29.2,20,4.931574,0
1624690960.86891,29.2,20,4.941349,0
1624690975.86842,29.2,20,4.98045,0
1624690990.87208,29.2,20,4.941349,0
1624691005.87115,29.1,20,4.956012,0
1624691020.87029,29.2,20,4.941349,0
1624691035.86219,29.2,20,5,0
1624691050.86901,29.2,20,4.936461,0
1624691065.8691,29.2,20,4.975562,0
1624691080.87133,29.2,20,4.965787,0
1624691095.87112,29.2,20,4.995112,0
1624691110.87083,29.2,20,4.995112,0
1624691125.87116,29.2,20,4.951124,0
1624691140.871,29.2,20,4.956012,0
1624691155.86968,29.2,20,4.931574,0
1624691170.86899,29.2,19,4.941349,0
1624691185.87037,29.2,19,4.941349,0
1624691200.86924,29.2,19,4.960899,0
1624691215.86918,29.2,20,4.946237,0
1624691230.86817,29.2,19,4.941349,0
1624691245.87156,29.2,20,4.946237,0
1624691260.87201,29.2,20,4.936461,0
1624691275.8713,29.2,20,4.916911,0
1624691290.87137,29.2,20,4.951124,0
1624691305.87169,29.2,20,4.960899,0
1624691320.87186,29.2,20,4.946237,0
1624691513.52792,29.2,20,4.960899,0
1624691528.53296,29.2,20,4.912024,0
1624691543.53344,29.2,20,4.912024,0
1624691558.5329,29.2,20,4.921799,0
1624691573.53338,29.2,20,4.931574,0
1624691588.52931,29.2,19,4.926686,0
1624691603.52969,29.2,19,4.902248,0
1624691618.53338,29.2,19,4.916911,0
1624691633.52984,29.2,19,4.877811,0
1624691648.53039,29.2,19,4.921799,0
1624691663.53166,29.2,20,4.916911,0
1624691678.53034,29.2,19,4.916911,0
1624691693.53071,29.2,19,4.912024,0
1624691708.53078,29.2,19,4.931574,0
1624691723.53182,29.2,19,4.887586,0
1624691738.53116,29.2,20,4.931574,0
1624691753.53195,29.2,19,4.960899,0
1624691768.52332,29.2,20,5,0
1624691783.52894,29.2,20,4.770284,0
1624691798.52921,29.2,20,4.990225,0
1624691813.52939,29.3,20,4.985337,0
1624691828.52156,29.3,19,5,0
1624691843.53029,29.3,19,4.990225,0
1624691858.53045,29.3,19,4.990225,0
1624691873.52218,29.3,19,5,0
1624691888.53106,29.3,19,4.995112,0
1624691903.53184,29.3,19,4.995112,0
1624691918.52281,29.3,19,5,0
1624691933.52421,29.3,19,5,0
1624691948.53219,29.3,19,4.995112,0
1624691963.53268,29.3,19,4.995112,0
1624691978.52545,29.3,19,5,0
1624691993.52564,29.3,19,5,0
1624692008.52164,29.3,19,5,0
1624692023.52269,29.3,19,5,0
1624692038.52322,29.3,19,5,0
1624692053.53065,29.3,19,4.985337,0
1624692068.52825,29.3,19,4.98045,0
1624692083.53169,29.3,19,4.970675,0
1624692098.52345,29.3,19,5,0
1624692113.52929,29.3,19,4.960899,0
1624692128.5253,29.3,19,5,0
1624692143.53006,29.3,19,4.965787,0
1624692158.52943,29.3,19,4.990225,0
1624692173.52293,29.3,19,5,0
1624692188.53556,29.4,19,4.990225,0
1624692203.53187,29.4,19,4.995112,0
1624692218.52462,29.4,19,5,0
1624692233.52772,29.4,19,4.970675,0
1624692248.52259,29.4,19,5,0
1624692263.52166,29.4,19,5,0
1624692278.52205,29.4,19,5,0
1624692293.53045,29.4,19,4.960899,0
1624692308.52191,29.4,19,5,0
1624692323.52752,29.5,19,4.990225,0
1624692338.52399,29.5,19,5,0
1624692353.53288,29.5,19,4.995112,0
1624692368.52467,29.5,19,5,0
1624692383.52519,29.5,19,5,0
1624692398.53012,29.5,18,4.995112,0
1624692413.53018,29.5,19,4.985337,0
1624692428.52299,29.5,19,5,0
1624692443.52344,29.5,19,5,0
1624692458.53131,29.5,19,4.975562,0
1624692473.53193,29.5,19,4.985337,0
1624692488.52919,29.5,19,4.995112,0
1624692503.53014,29.5,19,4.990225,0
1624692518.52994,29.5,18,4.985337,0
1624692533.52252,29.5,18,5,0
1624692548.53103,29.5,19,4.975562,0
1624692563.52281,29.5,19,5,0
1624692578.52363,29.5,18,5,0
1624692593.52938,29.5,18,4.985337,0
1624692608.52539,29.5,18,5,0
1624692623.5297,29.5,19,4.985337,0
1624692638.52232,29.6,19,5,0
1624692653.52291,29.6,19,5,0
1624692668.53078,29.6,19,4.985337,0
1624692683.52789,29.6,19,4.98045,0
1624692698.52935,29.7,18,4.956012,0
1624692713.52934,29.7,18,4.990225,0
1624692728.52922,29.7,18,4.990225,0
1624692743.52226,29.7,18,5,0
1624692758.52995,29.7,18,4.995112,0
1624692773.53069,29.7,18,4.975562,0
1624692788.52286,29.6,18,5,0
1624692803.53979,29.6,18,4.995112,0
1624692818.52856,29.6,18,4.990225,0
1624692833.5249,29.6,18,5,0
1624692848.52937,29.6,18,4.951124,0
1624692863.53046,29.6,18,4.975562,0
1624692878.53022,29.7,18,4.990225,0
1624692893.53156,29.7,18,4.990225,0
1624692908.52323,29.7,18,5,0
1624692923.52402,29.7,18,5,0
1624692938.52964,29.7,18,4.975562,0
1624692953.5251,29.6,18,5,0
1624692968.52968,29.7,18,4.990225,0
1624692983.52927,29.6,18,4.995112,0
1624692998.52931,29.6,18,4.98045,0
1624693013.52196,29.6,18,5,0
1624693028.53021,29.6,18,4.990225,0
1624693043.5306,29.6,18,4.985337,0
1624693058.53074,29.6,18,4.995112,0
1624693073.53059,29.6,18,4.98045,0
1624693088.53076,29.6,18,4.990225,0
1624693103.53036,29.6,18,4.98045,0
1624693118.53178,29.6,18,4.975562,0
1624693133.53134,29.6,18,4.975562,0
1624693148.52859,29.6,18,4.98045,0
1624693163.53236,29.6,18,4.985337,0
1624693178.52825,29.6,18,4.970675,0
1624693193.52914,29.6,18,4.995112,0
1624693208.52882,29.6,18,4.995112,0
1624693223.52977,29.6,18,4.990225,0
1624693238.52122,29.6,18,5,0
1624693253.52991,29.6,18,4.995112,0
1624693268.52179,29.6,18,5,0
1624693283.53081,29.5,18,4.995112,0
1624693298.53023,29.5,18,4.990225,0
1624693313.53188,29.5,18,4.990225,0
1624693328.52348,29.5,18,5,0
1624693343.5321,29.5,18,4.985337,0
1624693358.52445,29.5,18,5,0
1624693373.52878,29.5,18,4.98045,0
1624693388.52973,29.5,18,4.990225,0
1624693403.52936,29.5,18,4.985337,0
1624693418.52984,29.5,18,4.985337,0
1624693433.52984,29.5,18,4.975562,0
1624693448.53057,29.5,18,4.990225,0
1624693463.53136,29.5,18,4.990225,0
1624693478.53124,29.4,18,4.990225,0
1624693493.53117,29.4,18,4.990225,0
1624693508.52379,29.4,18,5,0
1624693523.53287,29.3,18,4.985337,0
1624693538.5243,29.3,18,5,0
1624693553.52985,29.3,18,4.990225,0
1624693568.52167,29.3,18,5,0
1624693583.52279,29.3,18,5,0
1624693598.53056,29.3,18,4.985337,0
1624693613.52308,29.3,18,5,0
1624693628.5318,29.3,18,4.975562,0
1624693643.52327,29.3,18,5,0
1624693658.5288,29.3,19,4.98045,0
1624693673.52926,29.3,19,4.98045,0
1624693688.52897,29.3,18,4.985337,0
1624693703.52932,29.3,18,4.990225,0
1624693718.53001,29.3,18,4.995112,0
1624693733.52256,29.3,18,5,0
1624693748.52997,29.3,18,4.990225,0
1624693763.52357,29.3,18,5,0
1624693778.53175,29.3,18,4.936461,0
1624693793.53285,29.3,18,4.985337,0
1624693808.52379,29.3,18,5,0
1624693823.52511,29.3,18,5,0
1624693838.52158,29.3,19,5,0
1624693853.53062,29.3,18,4.975562,0
1624693868.53097,29.3,18,4.990225,0
1624693883.5303,29.3,18,4.98045,0
1624693898.53108,29.3,18,4.995112,0
1624693913.53215,29.3,18,4.990225,0
1624693928.53279,29.3,18,4.990225,0
1624693943.5289,29.3,18,4.990225,0
1624693958.52497,29.3,18,5,0
1624693973.52211,29.3,19,5,0
1624693988.52987,29.3,19,4.887586,0
1624694003.5229,29.3,19,5,0
1624694018.53137,29.4,19,4.975562,0
1624694033.52351,29.4,18,5,0
1624694048.53254,29.4,18,4.985337,0
1624694063.52406,29.3,18,5,0
1624694078.52949,29.3,18,4.98045,0
1624694093.53047,29.3,18,4.985337,0
1624694108.52263,29.4,18,5,0
1624694123.5309,29.4,18,4.995112,0
1624694138.53141,29.4,18,4.98045,0
1624694153.52291,29.3,18,5,0
1624694168.52375,29.3,18,5,0
1624694183.52838,29.3,18,4.995112,0
1624694198.52909,29.3,18,4.98045,0
1624694213.52991,29.3,18,4.995112,0
1624694228.52966,29.3,18,4.990225,0
1624694243.53026,29.3,18,4.990225,0
1624694258.53088,29.3,18,4.995112,0
1624694273.53194,29.3,18,4.985337,0
1624694288.53226,29.3,18,4.990225,0
1624694303.52411,29.3,18,5,0
1624694318.52894,29.3,18,4.985337,0
1624694333.5223,29.3,18,5,0
1624694348.52213,29.3,18,5,0
1624694363.5306,29.3,19,4.985337,0
1624694378.52324,29.3,18,5,0
1624694393.53177,29.3,18,4.990225,0
1624694408.52799,29.3,18,4.98045,0
1624694423.52844,29.3,18,4.985337,0
1624694438.52912,29.3,18,4.975562,0
1624694453.52931,29.3,18,4.990225,0
1624694468.53037,29.3,18,4.995112,0
1624694483.53091,29.3,18,4.985337,0
1624694498.52344,29.3,18,5,0
1624694513.53229,29.3,18,4.970675,0
1624694528.52833,29.3,19,4.960899,0
1624694543.5212,29.4,19,5,0
1624694558.52138,29.4,19,5,0
1624694573.52992,29.4,18,4.995112,0
1624694588.53072,29.4,18,4.985337,0
1624694603.52267,29.4,19,5,0
1624694618.53104,29.4,19,4.995112,0
1624694633.53241,29.4,19,4.995112,0
1624694648.53277,29.4,19,4.995112,0
1624694663.53271,29.4,18,4.990225,0
1624694678.52099,29.4,18,5,0
1624694693.53054,29.4,18,4.970675,0
1624694708.5224,29.4,18,5,0
1624694723.52307,29.4,18,5,0
1624694738.53121,29.4,18,4.990225,0
1624694753.53221,29.4,18,4.985337,0
1624694768.52404,29.4,18,5,0
1624694783.52429,29.4,18,5,0
1624694798.52127,29.4,18,5,0
1624694813.53064,29.4,18,4.985337,0
1624694828.53095,29.4,18,4.975562,0
1624694843.53066,29.4,18,4.995112,0
1624694858.53109,29.4,18,4.985337,0
1624694873.53275,29.4,18,4.990225,0
1624694888.53007,29.4,18,4.985337,0
1624694903.52908,29.4,18,4.990225,0
1624694918.52141,29.4,18,5,0
1624694933.52243,29.4,18,5,0
1624694948.52269,29.4,18,5,0
1624694963.53156,29.4,18,4.951124,0
1624694978.5282,29.4,18,4.98045,0
1624694993.53258,29.3,18,4.960899,0
1624695008.52171,29.3,18,5,0
1624695023.52209,29.3,18,5,0
1624695038.53069,29.4,18,4.98045,0
1624695053.52274,29.3,18,5,0
1624695068.53158,29.3,18,4.921799,0
1624695083.52393,29.3,18,5,0
1624695098.52783,29.3,19,4.956012,0
1624695113.52978,29.4,19,4.990225,0
1624695128.52977,29.4,19,4.98045,0
1624695143.52186,29.4,19,5,0
1624695158.53018,29.4,19,4.985337,0
1624695173.52284,29.4,19,5,0
1624695188.53095,29.4,18,4.990225,0
1624695203.52778,29.3,18,4.98045,0
1624695218.52362,29.3,18,5,0
1624695233.52521,29.3,18,5,0
1624695248.52876,29.3,18,4.995112,0
1624695263.52182,29.3,18,5,0
1624695278.52206,29.3,19,5,0
1624695293.5228,29.3,19,5,0
1624695308.53074,29.3,19,4.985337,0
1624695323.53229,29.3,19,4.985337,0
1624695338.52391,29.3,19,5,0
1624695353.53009,29.3,19,4.990225,0
1624695368.522,29.3,19,5,0
1624695383.5217,29.3,19,5,0
1624695398.53087,29.3,19,4.985337,0
1624695413.53201,29.3,19,4.990225,0
1624695428.52402,29.3,19,5,0
1624695443.53216,29.3,19,4.990225,0
1624695458.52483,29.3,19,5,0
1624695473.53012,29.3,19,4.985337,0
1624695488.52291,29.3,19,5,0
1624695503.5305,29.2,19,4.985337,0
1624695518.52265,29.2,19,5,0
1624695533.52395,29.2,19,5,0
1624695548.53204,29.2,19,4.990225,0
1624695563.53318,29.2,19,4.995112,0
1624695578.53358,29.2,19,4.985337,0
1624695593.52947,29.2,19,4.995112,0
1624695608.53014,29.2,19,4.98045,0
1624695623.53078,29.2,19,4.995112,0
1624695638.53107,29.2,19,4.990225,0
1624695653.52827,29.2,19,4.98045,0
1624695668.5244,29.2,19,5,0
1624695683.52899,29.2,19,4.975562,0
1624695698.52949,29.2,19,4.990225,0
1624695713.52993,29.1,19,4.990225,0
1624695728.5302,29.1,19,4.995112,0
1624695743.53054,29.1,19,4.985337,0
1624695758.53139,29.1,19,4.975562,0
1624695773.5318,29.1,19,4.995112,0
1624695788.52953,29.1,19,4.98045,0
1624695803.52508,29.1,19,5,0
1624695818.52955,29.1,19,4.98045,0
1624695833.52961,29.1,19,4.995112,0
1624695848.53091,29.1,19,4.970675,0
1624695863.52324,29.1,19,5,0
1624695878.53176,29.1,19,4.990225,0
1624695893.53274,29.1,19,4.995112,0
1624695908.52845,29.1,19,4.990225,0
1624695923.5305,29.1,19,4.985337,0
1624695938.52308,29.1,20,5,0
1624695953.52282,29.1,20,5,0
1624695968.53056,29.1,20,4.990225,0
1624695983.53121,29.1,20,4.995112,0
1624695998.53171,29.1,20,4.990225,0
1624696013.52486,29.1,20,5,0
1624696028.53311,29.1,20,4.985337,0
1624696043.53042,29.1,20,4.995112,0
1624696058.52271,29.1,20,5,0
1624696073.53048,29.1,20,4.970675,0
1624696088.52325,29,20,5,0
1624696103.52748,29,20,4.98045,0
1624696118.51993,29,20,5,0
1624696133.52873,29,20,4.990225,0
1624696148.52917,29,20,4.985337,0
1624696163.52994,29,20,4.990225,0
1624696178.52247,29,20,5,0
1624696193.52696,29,20,4.995112,0
1624696208.52706,29,20,4.985337,0
1624696223.51962,29,20,5,0
1624696238.5199,29,20,5,0
1624696253.52922,29,20,4.995112,0
1624696268.52165,29,20,5,0
1624696283.52936,29,20,4.985337,0
1624696298.52192,29,20,5,0
1624696313.52791,29,20,4.995112,0
1624696328.52829,29,20,4.995112,0
1624696343.53285,29.1,20,4.975562,0
1624696358.52836,29,20,4.975562,0
1624696373.5302,29.1,20,4.995112,0
1624696388.52614,29.1,20,5,0
1624696403.5302,29,20,4.985337,0
1624696418.52748,29,20,4.985337,0
1624696433.5228,29,20,5,0
1624696448.52828,29,20,4.995112,0
1624696463.52093,29,20,5,0
1624696478.52894,29,20,4.98045,0
1624696493.52181,29,20,5,0
1624696508.52983,29,20,4.985337,0
1624696523.52648,29,20,4.98045,0
1624696538.52751,29,20,4.98045,0
1624696553.52778,29,20,4.985337,0
1624696568.5289,29,20,4.985337,0
1624696583.52025,29,20,5,0
1624696598.52921,29,20,4.990225,0
1624696613.52942,29,20,4.995112,0
1624696628.52227,29,20,5,0
1624696643.52244,29,20,5,0
1624696658.52822,29,20,4.995112,0
1624696673.5286,29,20,4.985337,0
1624696688.52095,29,20,5,0
1624696703.52854,29,20,4.975562,0
1624696718.52101,29,20,5,0
1624696733.52999,29,20,4.970675,0
1624696748.52258,29,20,5,0
1624696763.52283,29,20,5,0
1624696778.52327,29,20,5,0
1624696793.53202,29.1,20,4.995112,0
1624696808.52958,29.1,20,4.985337,0
1624696823.52994,29.1,20,4.985337,0
1624696838.52619,29.1,20,5,0
1624696853.53037,29.1,20,4.995112,0
1624696868.52272,29.1,20,5,0
1624696883.53214,29.1,20,4.985337,0
1624696898.5234,29.1,20,5,0
1624696913.52921,29.1,20,4.98045,0
1624696928.53323,29.2,20,4.995112,0
1624696943.53009,29.2,20,4.990225,0
1624696958.52262,29.2,20,5,0
1624696973.52278,29.2,20,5,0
1624696988.52317,29.2,20,5,0
1624697003.53194,29.2,20,4.990225,0
1624697018.52374,29.2,20,5,0
1624697033.52545,29.3,20,5,0
1624697048.5252,29.3,20,5,0
1624697063.52908,29.3,20,4.985337,0
1624697078.53332,29.3,20,4.985337,0
1624697093.52609,29.3,20,5,0
1624697108.5213,29.3,20,5,0
1624697123.52967,29.3,20,4.995112,0
1624697138.52579,29.3,20,5,0
1624697153.53011,29.3,20,4.990225,0
1624697168.53031,29.3,20,4.990225,0
1624697183.52274,29.3,20,5,0
1624697198.53117,29.2,20,4.995112,0
1624697213.53036,29.2,20,4.985337,0
1624697228.53181,29.3,20,4.995112,0
1624697243.53092,29.3,20,4.995112,0
1624697258.53161,29.3,20,4.990225,0
1624697273.53252,29.3,20,4.985337,0
1624697288.53156,29.3,20,4.990225,0
1624697303.53199,29.3,20,4.985337,0
1624697318.53281,29.3,20,4.975562,0
1624697333.52873,29.3,20,4.965787,0
1624697348.52912,29.3,20,4.975562,0
1624697363.5292,29.3,20,4.98045,0
1624697378.52944,29.3,20,4.990225,0
1624697393.52948,29.3,20,4.985337,0
1624697408.52987,29.3,20,4.985337,0
1624697423.52278,29.3,20,5,0
1624697438.52317,29.3,20,5,0
1624697453.53131,29.3,20,4.975562,0
1624697468.52367,29.3,20,5,0
1624697483.53195,29.3,20,4.990225,0
1624697498.53204,29.3,19,4.990225,0
1624697513.52357,29.3,20,5,0
1624697528.53271,29.4,20,4.995112,0
1624697543.52943,29.4,19,4.98045,0
1624697558.5337,29.4,19,4.990225,0
1624697573.52935,29.4,19,4.98045,0
1624697588.52957,29.4,19,4.98045,0
1624697603.52988,29.4,19,4.975562,0
1624697618.53044,29.4,19,4.990225,0
1624697633.53217,29.4,19,4.985337,0
1624697648.52334,29.4,19,5,0
1624697663.53115,29.4,19,4.990225,0
1624697678.53163,29.4,19,4.995112,0
1624697693.52402,29.4,19,5,0
1624697708.53355,29.4,19,4.990225,0
1624697723.52897,29.3,19,4.990225,0
1624697738.52916,29.3,19,4.985337,0
1624697753.52972,29.3,19,4.975562,0
1624697768.52205,29.3,19,5,0
1624697783.52319,29.3,19,5,0
1624697798.52274,29.3,19,5,0
1624697813.53196,29.3,19,4.985337,0
1624697828.53207,29.3,19,4.98045,0
1624697843.53252,29.3,19,4.985337,0
1624697858.53287,29.3,19,4.990225,0
1624697873.52997,29.3,19,4.995112,0
1624697888.52953,29.3,20,4.985337,0
1624697903.5297,29.4,20,4.990225,0
1624697918.5299,29.4,20,4.990225,0
1624697933.5303,29.4,19,4.990225,0
1624697948.53194,29.4,19,4.985337,0
1624697963.53215,29.4,19,4.985337,0
1624697978.53118,29.4,19,4.995112,0
1624697993.52393,29.5,19,5,0
1624698008.52945,29.5,19,4.995112,0
1624698023.52505,29.5,19,5,0
1624698038.53029,29.5,19,4.975562,0
1624698053.52994,29.5,19,4.995112,0
1624698068.52197,29.5,19,5,0
1624698083.52321,29.5,19,5,0
1624698098.53206,29.5,19,4.975562,0
1624698113.53132,29.5,19,4.985337,0
1624698128.52387,29.5,19,5,0
1624698143.53289,29.5,19,4.985337,0
1624698158.52487,29.5,19,5,0
1624698173.52488,29.5,19,5,0
1624698188.53067,29.5,19,4.985337,0
1624698203.52212,29.5,19,5,0
1624698218.52309,29.5,19,5,0
1624698233.52264,29.5,19,5,0
1624698248.52395,29.5,19,5,0
1624698263.52392,29.5,19,5,0
1624698278.53185,29.5,19,4.985337,0
1624698293.52993,29.5,19,4.985337,0
1624698308.53013,29.5,19,4.98045,0
1624698323.52986,29.5,19,4.985337,0
1624698338.5224,29.5,19,5,0
1624698353.52259,29.5,19,5,0
1624698368.52307,29.5,19,5,0
1624698383.53173,29.5,19,4.985337,0
1624698398.52433,29.5,19,5,0
1624698413.52455,29.5,19,5,0
1624698428.52422,29.5,19,5,0
1624698443.52918,29.5,19,4.995112,0
1624698458.53002,29.5,19,4.975562,0
1624698473.52999,29.5,19,4.98045,0
1624698488.53057,29.5,19,4.990225,0
1624698503.52325,29.4,19,5,0
1624698518.52362,29.4,19,5,0
1624698533.53238,29.4,19,4.995112,0
1624698548.532,29.4,19,4.995112,0
1624698563.52911,29.4,19,4.985337,0
1624698578.52953,29.3,19,4.990225,0
1624698593.53001,29.3,19,4.985337,0
1624698608.53002,29.3,19,4.990225,0
1624698623.53052,29.3,19,4.990225,0
1624698638.53059,29.3,19,4.98045,0
1624698653.53199,29.3,19,4.970675,0
1624698668.52409,29.3,19,5,0
1624698683.52464,29.3,19,5,0
1624698698.52512,29.3,19,5,0
1624698713.52198,29.3,19,5,0
1624698728.53068,29.4,19,4.995112,0
1624698743.53115,29.4,19,4.995112,0
1624698758.53091,29.4,19,4.990225,0
1624698773.52386,29.4,19,5,0
1624698788.52417,29.4,19,5,0
1624698803.53206,29.4,19,4.975562,0
1624698818.52924,29.4,19,4.985337,0
1624698833.52971,29.4,19,4.995112,0
1624698848.53054,29.4,19,4.985337,0
1624698863.53,29.4,19,4.990225,0
1624698878.52271,29.4,19,5,0
1624698893.53084,29.4,19,4.990225,0
1624698908.53195,29.4,19,4.985337,0
1624698923.53172,29.4,19,4.995112,0
1624698938.52853,29.4,19,4.970675,0
1624698953.52932,29.4,19,4.995112,0
1624698968.53023,29.4,19,4.995112,0
1624698983.5295,29.4,19,4.98045,0
1624698998.5301,29.3,19,4.965787,0
1624699013.53068,29.3,19,4.985337,0
1624699028.53157,29.3,19,4.970675,0
1624699043.53189,29.3,19,4.975562,0
1624699058.53282,29.3,19,4.990225,0
1624699073.52864,29.3,19,4.985337,0
1624699088.52918,29.3,19,4.98045,0
1624699103.53,29.3,19,4.990225,0
1624699118.53082,29.3,20,4.98045,0
1624699133.53034,29.3,19,4.960899,0
1624699148.53109,29.3,19,4.965787,0
1624699163.53182,29.3,19,4.975562,0
1624699178.53216,29.3,19,4.975562,0
1624699193.53306,29.3,19,4.975562,0
1624699208.52933,29.4,19,4.970675,0
1624699223.52969,29.4,19,4.965787,0
1624699238.53069,29.4,19,4.985337,0
1624699253.53025,29.4,19,4.985337,0
1624699268.53085,29.3,19,4.970675,0
1624699283.53195,29.3,19,4.975562,0
1624699298.53171,29.3,19,4.985337,0
1624699313.5323,29.3,19,4.990225,0
1624699328.52955,29.3,19,4.970675,0
1624699343.53006,29.3,20,4.960899,0
1624699358.53003,29.3,20,4.98045,0
1624699373.53071,29.3,20,4.98045,0
1624699388.53042,29.3,20,4.970675,0
1624699403.53138,29.3,20,4.995112,0
1624699418.53201,29.3,20,4.970675,0
1624699433.5326,29.3,20,4.970675,0
1624699448.52893,29.3,20,4.970675,0
1624713110.59828,,,5,0
1624713125.60741,27.4,36,4.975562,0
1624713140.60757,27.4,36,4.975562,0
1624713155.608,27.5,36,4.965787,0
1624713170.6086,27.5,36,4.995112,0
1624713185.60923,27.5,36,4.960899,0
1624713200.60887,27.5,36,4.98045,0
1624713215.60975,27.4,36,4.985337,0
1624713230.60177,27.4,36,5,0
1624713245.61016,27.5,36,4.970675,0
1624713260.60908,27.5,36,4.946237,0
1624713275.60841,27.5,36,4.975562,0
1624713290.60811,27.5,36,4.98045,0
1624713305.60876,27.5,36,4.995112,0
